1,0.702
2,0.524666666667
3,0.404444444444
4,0.283777777778
5,0.241555555556
6,0.205111111111
7,0.202666666667
8,0.175111111111
9,0.156222222222
10,0.130222222222
11,0.121555555556
12,0.116666666667
13,0.114888888889
14,0.108
15,0.107111111111
16,0.107111111111
17,0.107111111111
18,0.107111111111
19,0.107111111111
20,0.107111111111
21,0.107111111111
22,0.107111111111
23,0.107111111111
24,0.107111111111
25,0.107111111111
26,0.107111111111
27,0.107111111111
28,0.107111111111
29,0.107111111111
30,0.107111111111
31,0.107111111111
32,0.107111111111
33,0.107111111111
34,0.107111111111
35,0.107111111111
36,0.107111111111
37,0.107111111111
38,0.107111111111
39,0.107111111111
40,0.107111111111
